,Subject,Predicate,Object,SubjectTerm,PredicateTerm,ObjectTerm,Domain,Domain Version
641,http://purl.org/iot/vocab/m3-lite#NOSensor,http://www.w3.org/2000/01/rdf-schema#comment,Device used to detect Nitrogen Oxide (NO) in the environment.,NOSensor,comment,Device used to detect Nitrogen Oxide (NO) in the environment.,lov_fiesta-iot,v1-0-2
642,http://purl.org/iot/vocab/m3-lite#UltrasonicSensor,http://www.w3.org/2000/01/rdf-schema#label,Ultrasonic Sensor,UltrasonicSensor,label,Ultrasonic Sensor,lov_fiesta-iot,v1-0-2
643,http://purl.org/iot/vocab/m3-lite#Dimensionless,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#Unit,Dimensionless,subClassOf,Unit,lov_fiesta-iot,v1-0-2
644,http://data.qudt.org/qudt/owl/1.0.0/unit.owl#ElectricCurrent,http://www.w3.org/2000/01/rdf-schema#label,Electric Current,ElectricCurrent,label,Electric Current,lov_fiesta-iot,v1-0-2
645,ub350bL1897C30,http://www.w3.org/2002/07/owl#onProperty,http://purl.oclc.org/NET/ssnx/ssn#observedProperty,ub350bL1897C30,onProperty,observedProperty,lov_fiesta-iot,v1-0-2
646,http://purl.org/iot/vocab/m3-lite#SystolicBloodPressure,http://www.w3.org/2000/01/rdf-schema#label,Systolic Blood Pressure,SystolicBloodPressure,label,Systolic Blood Pressure,lov_fiesta-iot,v1-0-2
647,http://purl.org/iot/vocab/m3-lite#GyroscopeSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL139C26,GyroscopeSensor,subClassOf,ub350bL139C26,lov_fiesta-iot,v1-0-2
648,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#exposedBy,http://www.w3.org/2000/01/rdf-schema#comment,A device is exposed by a service.,exposedBy,comment,A device is exposed by a service.,lov_fiesta-iot,v1-0-2
649,http://purl.org/iot/vocab/m3-lite#Computer,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#ActuatingDevice,Computer,subClassOf,ActuatingDevice,lov_fiesta-iot,v1-0-2
650,http://purl.org/iot/vocab/m3-lite#Pedometer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Pedometer,type,Class,lov_fiesta-iot,v1-0-2
651,ub350bL1128C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1128C26,type,Restriction,lov_fiesta-iot,v1-0-2
652,http://purl.org/iot/vocab/m3-lite#SO2Sensor,http://www.w3.org/2000/01/rdf-schema#comment,Device use to detect Sulphur Dioxide (SO2) level in the environment.,SO2Sensor,comment,Device use to detect Sulphur Dioxide (SO2) level in the environment.,lov_fiesta-iot,v1-0-2
653,http://purl.oclc.org/NET/ssnx/ssn#observationResult,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty,observationResult,type,ObjectProperty,lov_fiesta-iot,v1-0-2
654,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,http://purl.org/dc/elements/1.1/source,http://www.w3.org/2005/Incubator/ssn/,SensingDevice,source,ssn,lov_fiesta-iot,v1-0-2
655,http://purl.org/iot/vocab/m3-lite#RelativeHumidity,http://www.w3.org/2000/01/rdf-schema#comment,"The ratio of vapour pressure to saturation vapour pressure, where vapour pressure is the pressure exerted by the molecules of water vapour and saturation vapour pressure is the pressure exerted by molecules of water vapour in AIR that has attained saturation.",RelativeHumidity,comment,"The ratio of vapour pressure to saturation vapour pressure, where vapour pressure is the pressure exerted by the molecules of water vapour and saturation vapour pressure is the pressure exerted by molecules of water vapour in AIR that has attained saturation.",lov_fiesta-iot,v1-0-2
656,ub350bL2315C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL2315C26,type,Restriction,lov_fiesta-iot,v1-0-2
657,http://purl.org/iot/vocab/m3-lite#PresenceStateEmergencyVehicle,http://www.w3.org/2000/01/rdf-schema#comment,"The presence or absence of an emergency vehicle (ambulance, fire fighters, etc.).",PresenceStateEmergencyVehicle,comment,"The presence or absence of an emergency vehicle (ambulance, fire fighters, etc.).",lov_fiesta-iot,v1-0-2
658,ub350bL770C26,http://www.w3.org/2002/07/owl#qualifiedCardinality,1,ub350bL770C26,qualifiedCardinality,1,lov_fiesta-iot,v1-0-2
659,http://purl.org/iot/vocab/m3-lite#PresenceStatePeople,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,PresenceStatePeople,type,Class,lov_fiesta-iot,v1-0-2
660,http://purl.org/iot/vocab/m3-lite#FillLevel,http://www.w3.org/2000/01/rdf-schema#comment,Property used to determine the level a certain object such as waste bin is filled upto.,FillLevel,comment,Property used to determine the level a certain object such as waste bin is filled upto.,lov_fiesta-iot,v1-0-2
661,http://purl.org/iot/vocab/m3-lite#AlcoholLevel,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,AlcoholLevel,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
662,http://purl.org/iot/vocab/m3-lite#GPSSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,GPSSensor,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
663,http://www.w3.org/2003/01/geo/wgs84_pos#Point,http://www.w3.org/2000/01/rdf-schema#label,Point,Point,label,Point,lov_fiesta-iot,v1-0-2
664,http://purl.oclc.org/NET/ssnx/ssn#hasSubSystem,http://www.w3.org/2000/01/rdf-schema#label,Has Sub System,hasSubSystem,label,Has Sub System,lov_fiesta-iot,v1-0-2
665,http://purl.org/iot/vocab/m3-lite#Experiment,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Experiment,type,Class,lov_fiesta-iot,v1-0-2
666,ub350bL174C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL174C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
667,http://purl.org/iot/vocab/m3-lite#Hydrophone,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,Hydrophone,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
668,http://purl.org/iot/vocab/m3-lite#Dimensionless,http://www.w3.org/2000/01/rdf-schema#comment,Without dimensions; having no appreciable or noteworthy extent. Without physical meaning.,Dimensionless,comment,Without dimensions; having no appreciable or noteworthy extent. Without physical meaning.,lov_fiesta-iot,v1-0-2
669,http://purl.org/iot/vocab/m3-lite#PresenceStateDriverCard,http://www.w3.org/2000/01/rdf-schema#label,Presence State Driver Card,PresenceStateDriverCard,label,Presence State Driver Card,lov_fiesta-iot,v1-0-2
670,http://purl.org/iot/vocab/m3-lite#Calcium,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Calcium,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
671,http://purl.org/iot/vocab/m3-lite#Lux,http://www.w3.org/2000/01/rdf-schema#comment,"The SI unit of illuminance, equal to one lumen per square metre.",Lux,comment,"The SI unit of illuminance, equal to one lumen per square metre.",lov_fiesta-iot,v1-0-2
672,http://purl.org/iot/vocab/m3-lite#MilligramPerSquareMetre,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.oclc.org/NET/ssnx/qu/unit#milligramPerSquareMetre,MilligramPerSquareMetre,seeAlso,milligramPerSquareMetre,lov_fiesta-iot,v1-0-2
673,http://purl.org/iot/vocab/m3-lite#Potassium,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Potassium,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
674,ub350bL1212C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL1212C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
675,http://purl.org/iot/vocab/m3-lite#SoundPressureLevel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,SoundPressureLevel,type,Class,lov_fiesta-iot,v1-0-2
676,ub350bL1558C30,http://www.w3.org/2002/07/owl#onClass,http://purl.org/NET/ssnx/qu/qu#QuantityKind,ub350bL1558C30,onClass,QuantityKind,lov_fiesta-iot,v1-0-2
677,http://purl.org/iot/vocab/m3-lite#Lamp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Lamp,type,Class,lov_fiesta-iot,v1-0-2
678,http://purl.org/iot/vocab/m3-lite#AirThermometer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,AirThermometer,type,Class,lov_fiesta-iot,v1-0-2
679,http://purl.org/iot/vocab/m3-lite#Curtain,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Curtain,type,Class,lov_fiesta-iot,v1-0-2
680,http://purl.org/iot/vocab/m3-lite#ElectricalResistance,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,ElectricalResistance,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
681,http://purl.org/iot/vocab/m3-lite#FillLevelGasTank1,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#FillLevelGasTank,FillLevelGasTank1,subClassOf,FillLevelGasTank,lov_fiesta-iot,v1-0-2
682,http://purl.org/iot/vocab/m3-lite#WorkingState,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,WorkingState,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
683,ub350bL1403C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL1403C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
684,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Entity,http://www.w3.org/2002/07/owl#equivalentClass,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Object,Entity,equivalentClass,Object,lov_fiesta-iot,v1-0-2
685,http://purl.oclc.org/NET/ssnx/ssn#madeObservation,http://www.w3.org/2002/07/owl#equivalentProperty,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasService,madeObservation,equivalentProperty,hasService,lov_fiesta-iot,v1-0-2
686,ub350bL2467C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#BuildingAutomation,ub350bL2467C26,someValuesFrom,BuildingAutomation,lov_fiesta-iot,v1-0-2
687,http://purl.oclc.org/NET/ssnx/ssn#SensorOutput,http://www.w3.org/2000/01/rdf-schema#comment,"A sensor outputs a piece of information (an observed value), the value itself being represented by an ObservationValue.",SensorOutput,comment,"A sensor outputs a piece of information (an observed value), the value itself being represented by an ObservationValue.",lov_fiesta-iot,v1-0-2
688,ub350bL596C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL596C26,type,Restriction,lov_fiesta-iot,v1-0-2
689,http://purl.org/iot/vocab/m3-lite#Presence,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Presence,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
690,http://purl.org/iot/vocab/m3-lite#AtmosphericPressureSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,AtmosphericPressureSensor,type,Class,lov_fiesta-iot,v1-0-2
691,http://purl.org/iot/vocab/m3-lite#CholesterolSensor,http://www.w3.org/2000/01/rdf-schema#label,Cholesterol Sensor,CholesterolSensor,label,Cholesterol Sensor,lov_fiesta-iot,v1-0-2
692,http://purl.org/iot/vocab/m3-lite#OccupancyDetector,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://casas.wsu.edu/owl/cose.owl#PassiveInfraredSensor,OccupancyDetector,seeAlso,PassiveInfraredSensor,lov_fiesta-iot,v1-0-2
693,http://purl.org/iot/vocab/m3-lite#ABS,http://www.w3.org/2000/01/rdf-schema#label,ABS (Anti-lock Braking System) Actuating Device,ABS,label,ABS (Anti-lock Braking System) Actuating Device,lov_fiesta-iot,v1-0-2
694,ub350bL1563C30,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.oclc.org/NET/ssnx/ssn#Observation,ub350bL1563C30,someValuesFrom,Observation,lov_fiesta-iot,v1-0-2
695,http://purl.oclc.org/NET/ssnx/ssn#Deployment,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Deployment,type,Class,lov_fiesta-iot,v1-0-2
696,http://purl.org/iot/vocab/m3-lite#NFC,http://www.w3.org/2000/01/rdf-schema#comment,A tagging device can be NFC (Near Field Communication).,NFC,comment,A tagging device can be NFC (Near Field Communication).,lov_fiesta-iot,v1-0-2
697,http://purl.org/iot/vocab/m3-lite#PresenceStateEmergencyVehicle,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,PresenceStateEmergencyVehicle,type,Class,lov_fiesta-iot,v1-0-2
698,ub350bL1304C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1304C26,type,Restriction,lov_fiesta-iot,v1-0-2
699,http://purl.org/iot/vocab/m3-lite#FrequencySensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,FrequencySensor,type,Class,lov_fiesta-iot,v1-0-2
700,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasQuantityKind,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/ssnx/ssn#Sensor,hasQuantityKind,domain,Sensor,lov_fiesta-iot,v1-0-2
701,http://purl.org/iot/vocab/m3-lite#SkinConductanceSensor,http://www.w3.org/2000/01/rdf-schema#label,Skin Conductance Sensor,SkinConductanceSensor,label,Skin Conductance Sensor,lov_fiesta-iot,v1-0-2
702,http://purl.org/iot/vocab/m3-lite#EAQI,http://www.w3.org/2000/01/rdf-schema#comment,Unit to measure Air Quality in European cities.,EAQI,comment,Unit to measure Air Quality in European cities.,lov_fiesta-iot,v1-0-2
703,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#exposedBy,http://www.w3.org/2000/01/rdf-schema#range,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Service,exposedBy,range,Service,lov_fiesta-iot,v1-0-2
704,ub350bL1071C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1071C26,type,Restriction,lov_fiesta-iot,v1-0-2
705,http://purl.org/iot/vocab/m3-lite#AirPollutantSensor,http://www.w3.org/2000/01/rdf-schema#label,Air Pollutant Sensor,AirPollutantSensor,label,Air Pollutant Sensor,lov_fiesta-iot,v1-0-2
706,http://purl.org/iot/vocab/m3-lite#SaltMeter,http://www.w3.org/2000/01/rdf-schema#label,Salt Meter,SaltMeter,label,Salt Meter,lov_fiesta-iot,v1-0-2
707,http://purl.org/iot/vocab/m3-lite#ThrottleSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,ThrottleSensor,type,Class,lov_fiesta-iot,v1-0-2
708,http://purl.org/iot/vocab/m3-lite#SunPositionDirection,http://www.w3.org/2000/01/rdf-schema#comment,The position of the Sun in the sky is a function of both time and the geographic coordinates of the observer on the surface of the Earth. (Source Wikipedia).,SunPositionDirection,comment,The position of the Sun in the sky is a function of both time and the geographic coordinates of the observer on the surface of the Earth. (Source Wikipedia).,lov_fiesta-iot,v1-0-2
709,ub350bL2811C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Agriculture,ub350bL2811C26,someValuesFrom,Agriculture,lov_fiesta-iot,v1-0-2
710,http://purl.org/iot/vocab/m3-lite#Distance,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Distance,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
711,ub350bL591C26,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2003/01/geo/wgs84_pos#location,ub350bL591C26,onProperty,location,lov_fiesta-iot,v1-0-2
712,http://purl.org/iot/vocab/m3-lite#ProximitySensor,http://www.w3.org/2000/01/rdf-schema#comment,Detect if something is within proximity of a sensor.,ProximitySensor,comment,Detect if something is within proximity of a sensor.,lov_fiesta-iot,v1-0-2
713,http://purl.org/iot/vocab/m3-lite#Microgram,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Microgram,type,Class,lov_fiesta-iot,v1-0-2
714,http://purl.org/iot/vocab/m3-lite#RotationalSpeed,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,RotationalSpeed,type,Class,lov_fiesta-iot,v1-0-2
715,http://purl.org/iot/vocab/m3-lite#Fridge,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1611C26,Fridge,subClassOf,ub350bL1611C26,lov_fiesta-iot,v1-0-2
716,http://purl.org/iot/vocab/m3-lite#SpeedMedian,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,SpeedMedian,type,Class,lov_fiesta-iot,v1-0-2
717,http://purl.org/iot/vocab/m3-lite#Sirens,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Sirens,type,Class,lov_fiesta-iot,v1-0-2
718,http://purl.org/iot/vocab/m3-lite#SunPositionDirectionSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL77C26,SunPositionDirectionSensor,subClassOf,ub350bL77C26,lov_fiesta-iot,v1-0-2
719,http://purl.org/iot/vocab/m3-lite#Window,http://www.w3.org/2000/01/rdf-schema#label,Window Actuating Device,Window,label,Window Actuating Device,lov_fiesta-iot,v1-0-2
720,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasThingProperty,http://www.w3.org/2000/01/rdf-schema#comment,A Thing may have properties that can be described by Values,hasThingProperty,comment,A Thing may have properties that can be described by Values,lov_fiesta-iot,v1-0-2
721,http://purl.org/iot/vocab/m3-lite#Candela,http://www.w3.org/2000/01/rdf-schema#comment,"Candela is the luminous intensity, in a given direction, of a source that emits monochromatic radiation of frequency 540 x 10^12 hertz and that has a radiant intensity in that direction of 1/683 watt per steradian. (Source Wikipedia).",Candela,comment,683 watt per steradian. (Source Wikipedia).,lov_fiesta-iot,v1-0-2
722,http://purl.oclc.org/NET/ssnx/ssn#madeObservation,http://www.w3.org/2000/01/rdf-schema#label,Made Observation,madeObservation,label,Made Observation,lov_fiesta-iot,v1-0-2
723,http://purl.org/iot/vocab/m3-lite#TemperatureWasteContainer,http://www.w3.org/2000/01/rdf-schema#label,Temperature Waste Container,TemperatureWasteContainer,label,Temperature Waste Container,lov_fiesta-iot,v1-0-2
724,ub350bL1419C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1419C26,type,Restriction,lov_fiesta-iot,v1-0-2
725,http://purl.oclc.org/NET/ssnx/ssn#observationSamplingTime,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2006/time#Instant,observationSamplingTime,range,Instant,lov_fiesta-iot,v1-0-2
726,http://purl.org/iot/vocab/m3-lite#MillivoltPerMeter,http://www.w3.org/2000/01/rdf-schema#comment,It is a measure of the intensity of the signal of a radio transmitter.,MillivoltPerMeter,comment,It is a measure of the intensity of the signal of a radio transmitter.,lov_fiesta-iot,v1-0-2
727,http://purl.org/iot/vocab/m3-lite#AirConditioner,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,AirConditioner,type,Class,lov_fiesta-iot,v1-0-2
728,http://purl.org/iot/vocab/m3-lite#AirTemperature,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://openiot.eu/ontology/ns/AirTemperature,AirTemperature,seeAlso,AirTemperature,lov_fiesta-iot,v1-0-2
729,http://purl.org/iot/vocab/m3-lite#Energy,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Energy,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
730,http://purl.org/iot/vocab/m3-lite#Percent,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://sweet.jpl.nasa.gov/ontology/units.owl#percent,Percent,seeAlso,percent,lov_fiesta-iot,v1-0-2
731,http://purl.org/iot/vocab/m3-lite#LightSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1308C26,LightSensor,subClassOf,ub350bL1308C26,lov_fiesta-iot,v1-0-2
732,ub350bL705C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL705C26,type,Restriction,lov_fiesta-iot,v1-0-2
733,http://purl.org/iot/vocab/m3-lite#SkinConductanceSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL2083C26,SkinConductanceSensor,subClassOf,ub350bL2083C26,lov_fiesta-iot,v1-0-2
734,http://purl.org/iot/vocab/m3-lite#Lamp,http://www.w3.org/2000/01/rdf-schema#comment,An actuator to automatically switch on/off the lamp.,Lamp,comment,off the lamp.,lov_fiesta-iot,v1-0-2
735,http://purl.org/iot/vocab/m3-lite#PresenceStateParking,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,PresenceStateParking,type,Class,lov_fiesta-iot,v1-0-2
736,http://purl.org/iot/vocab/m3-lite#WashingMachine,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#ActuatingDevice,WashingMachine,subClassOf,ActuatingDevice,lov_fiesta-iot,v1-0-2
737,http://purl.org/iot/vocab/m3-lite#Glucometer,http://www.w3.org/2000/01/rdf-schema#label,Glucometer Sensor,Glucometer,label,Glucometer Sensor,lov_fiesta-iot,v1-0-2
738,http://purl.oclc.org/NET/ssnx/ssn#System,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,System,type,Class,lov_fiesta-iot,v1-0-2
739,ub350bL2396C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Environment,ub350bL2396C26,someValuesFrom,Environment,lov_fiesta-iot,v1-0-2
740,http://purl.org/iot/vocab/m3-lite#ChemicalAgentAtmosphericConcentrationNO2,http://www.w3.org/2000/01/rdf-schema#label,NO2 Chemical Agent Atmospheric Concentration,ChemicalAgentAtmosphericConcentrationNO2,label,NO2 Chemical Agent Atmospheric Concentration,lov_fiesta-iot,v1-0-2
741,http://purl.org/iot/vocab/m3-lite#H2SSensor,http://www.w3.org/2000/01/rdf-schema#comment,Device used to measure of hydrogen sulfide in the environment.,H2SSensor,comment,Device used to measure of hydrogen sulfide in the environment.,lov_fiesta-iot,v1-0-2
742,http://purl.org/iot/vocab/m3-lite#Potassium,http://www.w3.org/2000/01/rdf-schema#label,Potassium,Potassium,label,Potassium,lov_fiesta-iot,v1-0-2
743,ub350bL2744C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Weather,ub350bL2744C26,someValuesFrom,Weather,lov_fiesta-iot,v1-0-2
744,http://purl.oclc.org/NET/ssnx/ssn#Deployment,http://purl.org/dc/elements/1.1/source,"skos:closeMatch 'Deployment' [MMI Dev]
                                 http://marinemetadata.org/community/teams/ontdevices",Deployment,source,ontdevices,lov_fiesta-iot,v1-0-2
745,http://purl.org/iot/vocab/m3-lite#Barcode,http://www.w3.org/2000/01/rdf-schema#label,Barcode Tagging Device,Barcode,label,Barcode Tagging Device,lov_fiesta-iot,v1-0-2
746,http://purl.org/iot/vocab/m3-lite#PPM,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,PPM,type,Class,lov_fiesta-iot,v1-0-2
747,ub350bL1304C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL1304C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
748,http://purl.org/iot/vocab/m3-lite#WeightSensor,http://www.w3.org/2000/01/rdf-schema#comment,Device used to weight an object.,WeightSensor,comment,Device used to weight an object.,lov_fiesta-iot,v1-0-2
749,http://purl.org/iot/vocab/m3-lite#Coordinates,http://www.w3.org/2000/01/rdf-schema#comment,"Triples for location in the (Latitude, Longitude, Altitude) format.",Coordinates,comment,"Triples for location in the (Latitude, Longitude, Altitude) format.",lov_fiesta-iot,v1-0-2
750,http://purl.org/iot/vocab/m3-lite#Cholesterol,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Cholesterol,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
751,ub350bL625C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL625C26,type,Restriction,lov_fiesta-iot,v1-0-2
752,ub350bL139C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL139C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
753,http://www.loa.istc.cnr.it/ontologies/DUL.owl#mappableTo,http://www.w3.org/2000/01/rdf-schema#label,mappable to,mappableTo,label,mappable to,lov_fiesta-iot,v1-0-2
754,http://purl.org/iot/vocab/m3-lite#Weather,http://www.w3.org/2000/01/rdf-schema#comment,"Weather Forecasting, Meterology as an Internet of Things (IoT) applicative domain.",Weather,comment,"Weather Forecasting, Meterology as an Internet of Things (IoT) applicative domain.",lov_fiesta-iot,v1-0-2
755,http://purl.org/iot/vocab/m3-lite#Acceleration,http://www.w3.org/2000/01/rdf-schema#label,Acceleration,Acceleration,label,Acceleration,lov_fiesta-iot,v1-0-2
756,http://purl.org/iot/vocab/m3-lite#FuelConsumptionTotal,http://www.w3.org/2000/01/rdf-schema#label,Fuel Consumption Total,FuelConsumptionTotal,label,Fuel Consumption Total,lov_fiesta-iot,v1-0-2
757,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty,comment,type,AnnotationProperty,lov_fiesta-iot,v1-0-2
758,ub350bL1621C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL1621C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
759,http://purl.org/dc/elements/1.1/date,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty,date,type,AnnotationProperty,lov_fiesta-iot,v1-0-2
760,http://purl.org/iot/vocab/m3-lite#Direction,http://www.w3.org/2000/01/rdf-schema#label,Direction,Direction,label,Direction,lov_fiesta-iot,v1-0-2
761,ub350bL700C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasCoverage,ub350bL700C26,onProperty,hasCoverage,lov_fiesta-iot,v1-0-2
